รหัสสินค้า,ชื่อสินค้า,รหัสหน่วยนับ,ชื่อหน่วยนับ,ตัวตั้ง,ตัวหาร
10188021,ดอกเจาะเหล็ก 13ตัวชุด N400801 NASH,ZWF,ชุด,1,1
10188022,ดอกเจาะเหล็ก 21ตัวชุด N400803 NASH,ZWF,ชุด,1,1
10188024,ดอกเจาะเหล็ก 13ตัวชุด N400904 NASH ขาว,ZWF,ชุด,1,1
10188031,ดอกเจาะเหล็ก 21ตัวชุด N400903 NASH ขาว,ZWF,ชุด,1,1
10188034,ดอกเจาะเหล็ก 13ตัวชุด N401001 NASH ทอง,ZWF,ชุด,1,1
10188052,โฮซอร์เจาะไม้ 13ตัวชุด N101605 NASH,ZWF,ชุด,1,1
10188053,โฮซอร์เจาะไม้ 6ตัวชุด N101607 NASH,ZWF,ชุด,1,1
10188652,"คีมปากจิ้งจก 8"" TY10115 NASH",EA,ชิ้น,1,1
10188653,"คีมปากแหลม 6"" TY10110 NASH",EA,ชิ้น,1,1
10188654,"คีมปากแหลม 8"" TY10111 NASH",EA,ชิ้น,1,1
10188655,"คีมปากเฉียง 6"" TY10112 NASH",EA,ชิ้น,1,1
10188656,"คีมปากเฉียง 8"" TY10113 NASH",EA,ชิ้น,1,1
10188657,คีมถ่างแหวน 4หัว TY10170 NASH,EA,ชิ้น,1,1
10188663,"คีมมินิ 4.5"" NASH TY10160 ปากจิ้งจก",EA,ชิ้น,1,1
10188665,"คีมมินิ 4.5"" NASH TY10164 ปากเป็ด",EA,ชิ้น,1,1
10188666,"คีมมินิ 4.5"" NASH TY10161 ปากนกแก้ว",EA,ชิ้น,1,1
10188667,"คีมมินิ 4.5"" NASH TY10163 ปากเฉียง",EA,ชิ้น,1,1
10188672,"จับแป๊บขาเดี่ยว 18"" TY11184 NASH",EA,ชิ้น,1,1
10188673,"จับแป๊บขาเดี่ยว 24"" TY11185 NASH",EA,ชิ้น,1,1
10188675,"คีมล๊อค 10"" TY11170 NASH",EA,ชิ้น,1,1
10188677,"กรรไกรตัดเหล็กเส้น 18"" TY11152 NASH",EA,ชิ้น,1,1
10188678,"กรรไกรตัดเหล็กเส้น 24"" TY11153 NASH",EA,ชิ้น,1,1
10188679,"กรรไกรตัดเหล็กเส้น 30"" TY11154 NASH",EA,ชิ้น,1,1
10188680,"กรรไกรตัดเหล็กเส้น 36"" TY11155 NASH",EA,ชิ้น,1,1
10188684,กรรไกรตัดท่อพีวีซี 42MM.TY10090 NASH,EA,ชิ้น,1,1
10188685,กรรไกรตัดท่อพีวีซี 42MM.TY10091 NASH,EA,ชิ้น,1,1
10188853,"คีมปอกสายไฟ 8"" TY11050 NASH",EA,ชิ้น,1,1
10188953,"เครื่องเจียร์ 4"" 620w DS6001 NASH",MC,เครื่อง,1,1
10188956,เครื่องเป่าลม 550w DS40SA NASH,MC,เครื่อง,1,1
10188965,"สว่านไฟฟ้า 1/4"" DS2651 NASH",MC,เครื่อง,1,1
10188979,"เครื่องเจียร์ 7"" 2,400w DS6180S NASH",MC,เครื่อง,1,1
10191727,บล๊อกแก้ว #JH024/DG003ดาวกระจาย,EA,ชิ้น,1,1
10192166,หน้ากากอ๊อก C-8 สวมหัวสีดำ NASH,ZWF,ชุด,1,1
10192167,หน้ากากอ๊อก C-12 สีแดง NASH,ZWF,ชุด,1,1
10192168,หน้ากากนิรภัย C-17 NASH,ZWF,ชุด,1,1
10192169,หน้ากากนิรภัย C-19 NASH,ZWF,ชุด,1,1
10192170,แว่นตากันสะเก็ด G-1 ใส NASH,EA,ชิ้น,1,1
10192171,แว่นตาเชื่อม G-11 NASH,EA,ชิ้น,1,1
10192172,แว่นตาเชื่อม G-12 NASH,EA,ชิ้น,1,1
10192173,หัวเชื่อม 300A NASH ก.แดง,ZWF,ชุด,1,1
10192174,หัวเชื่อม 500A NASH ก.แดง,ZWF,ชุด,1,1
10192175,หัวเชื่อม 300C NASH ก.เขียว,ZWF,ชุด,1,1
10192176,หัวเชื่อม 500C NASH ก.เขียว,ZWF,ชุด,1,1
10192177,ถุงมือฝ้ายขาว มีปุ๋มยาง ขอบเหลือง NASH,PAA,คู่,1,1
10192792,"รองเท้าบู๊ซยาว 10""(40) ขาว NASH",PAA,คู่,1,1
10192794,"รองเท้าบู๊ซยาว 11""(42) ขาว NASH",PAA,คู่,1,1
10192795,"รองเท้าบู๊ซยาว 11.5""(43) ขาว NASH",PAA,คู่,1,1
10193805,ประตูปิดผิวPVC 80x200 FN 805 RED WALNUT,BAN,บาน,1,1
10195027,"ไม้มอบPS 2"" MR JC123-29 2.9m",SEN,เส้น,1,1
10195028,"ไม้มอบPS 2"" MR JC123-W1 2.9m",SEN,เส้น,1,1
10195030,"ไม้มอบPS 2"" MR JC123-372 2.9m",SEN,เส้น,1,1
10196040,เสาเอ็น-ทับหลัง 3.2มิล * 30ม. หัวเสือ,ROL,ม้วน,1,1
10197378,"สามทางเกลียวใน-ทล PVC 13.5 1/2"" A+/THOR",EA,ชิ้น,1,1
10197729,กรวยจราจร 70 ซม. 7074 NASH/YAMADA,EA,ชิ้น,1,1
10197916,"ทรายสายพาน 4"" X 24 NASH # 24",SEN,เส้น,1,1
10197918,"ทรายสายพาน 4"" X 24 NASH # 36",SEN,เส้น,1,1
10197921,"ทรายสายพาน 4"" X 24 NASH # 40",SEN,เส้น,1,1
10197922,"ทรายสายพาน 4"" X 24 NASH # 60",SEN,เส้น,1,1
10197923,"ทรายสายพาน 4"" X 24 NASH # 80",SEN,เส้น,1,1
10197924,"ทรายสายพาน 4"" X 24 NASH # 100",SEN,เส้น,1,1
10197926,"ทรายสายพาน 4"" X 24 NASH # 120",SEN,เส้น,1,1
10198463,กรองแสง 50X2X10 เขียว NASH,PUN,ผืน,1,1
10198464,กรองแสง 50X2X10 ดำ NASH,PUN,ผืน,1,1
10201453,"สกรูตัวเจ 3/4"" * 60ซม. NASH",EA,ชิ้น,1,1
10201454,"สกรูตัวเจ 1/2"" * 30ซม. NASH",EA,ชิ้น,1,1
10201455,"สกรูตัวเจ 1/2"" * 40ซม. NASH",EA,ชิ้น,1,1
10201456,"สกรูตัวเจ 1/2"" * 50ซม. NASH",EA,ชิ้น,1,1
10201457,"สกรูตัวเจ 5/8"" * 40ซม. NASH",EA,ชิ้น,1,1
10201458,"สกรูตัวเจ 5/8"" * 50ซม. NASH",EA,ชิ้น,1,1
10201459,"สกรูตัวเจ 5/8"" * 60ซม. NASH",EA,ชิ้น,1,1
10201460,"สกรูตัวเจ 1"" * 50ซม. NASH",EA,ชิ้น,1,1
10201461,"สกรูตัวเจ 1"" * 60ซม. NASH",EA,ชิ้น,1,1
10201616,"ตาข่ายล้อมไก่-พสต-บ 3/4""X1X30ม. NASH",ROL,ม้วน,1,1
10201620,"ตาข่ายล้อมไก่-พสต-บ 3/4""X1.5X30ม. NASH",ROL,ม้วน,1,1
10201622,"ตาข่ายล้อมไก่-พสต-บ 3/4""X2X30ม. NASH",ROL,ม้วน,1,1
10202376,"สกรูตัวแอล 1/2"" * 30ซม NASH",ZWF,ชุด,1,1
10202377,"สกรูตัวแอล 1/2"" *40ซม. NASH",ZWF,ชุด,1,1
10202380,"สกรูตัวแอล 5/8"" * 30ซม NASH",ZWF,ชุด,1,1
10202381,"สกรูตัวแอล 5/8"" * 40ซม NASH",ZWF,ชุด,1,1
10202382,"สกรูตัวแอล 5/8"" * 50ซม NASH",ZWF,ชุด,1,1
10202383,"สกรูตัวแอล 5/8"" * 60ซม NASH",ZWF,ชุด,1,1
10202384,"สกรูตัวแอล 3/4"" * 30ซม NASH",ZWF,ชุด,1,1
10202385,"สกรูตัวแอล 3/4"" * 40ซม NASH",ZWF,ชุด,1,1
10202386,"สกรูตัวแอล 3/4"" * 50ซม NASH",ZWF,ชุด,1,1
10202387,"สกรูตัวแอล 3/4"" * 60ซม NASH",ZWF,ชุด,1,1
10202631,"ตะปูเกลียวดำยิงฝ้า #6 * 3/4"" NASH",B,กล่อง,1,1
10202632,"ตะปูเกลียวดำยิงฝ้า #6 * 1"" NASH",B,กล่อง,1,1
10203736,นตมน.2บาน+มุ้ง 120x108 FN ชา,ZWF,ชุด,1,1
10203939,นตมน.2บาน+มุ้ง 120x108 FN ขาว,ZWF,ชุด,1,1
10204670,"ดาวไลท์ 4"" ติดลอย กล่องเหลี่ยม/ขาว PM",ZWF,ชุด,1,1
10204672,"ดาวไลท์ 4"" ติดลอย กล่องเหลี่ยม/ดำ PM",ZWF,ชุด,1,1
10206226,"ตาข่ายสี่เหลี่ยมตา 1/2""* 90ซม.*10ม.",ROL,ม้วน,1,1
10206228,ตาข่ายสี่เหลี่ยมตา  1/2* 60ซม.*10ม.,ROL,ม้วน,1,1
10206229,ตาข่ายสี่เหลี่ยมตา  1/2* 90ซม.*30ม.,ROL,ม้วน,1,1
10207957,ค้อนด้ามไฟเบอร์ 27มม.FY-014 NASH,EA,ชิ้น,1,1
10207982,ค้อนด้ามไฟเบอร์ 27มม.FY-015 NASH,EA,ชิ้น,1,1
10207983,ค้อนด้ามไฟเบอร์ 27มม.FY-023 NASH,EA,ชิ้น,1,1
10207984,ค้อนด้ามไม้ 18มม.FY-032 NAS H,EA,ชิ้น,1,1
10207985,ค้อนด้ามไม้ 27มม.FY-032 NAS H,EA,ชิ้น,1,1
10207986,ค้อนด้ามเหล็ก 16 OZ. FY-034  NASH,EA,ชิ้น,1,1
10208039,ค้อนปอนด์หัวกลม 2P FY-043 NASH ดฟบ.,EA,ชิ้น,1,1
10208139,ค้อนช่างทอง 200G FY-058 NASH ด้ามไม้,EA,ชิ้น,1,1
10208141,ค้อนช่างทอง 300G FY-058 NASH ด้ามไม้,EA,ชิ้น,1,1
10208151,ค้อนทุบหิน 1000G.FY-066 NASH ด้ามไม้,EA,ชิ้น,1,1
10208155,ค้อนทุบหิน 2000G.FY-066 NASH ด้ามไม้,EA,ชิ้น,1,1
10208164,ขวานด้ามไฟเบอร์ 500G FY-082 NASH,EA,ชิ้น,1,1
10208167,ขวานด้ามไฟเบอร์ 800G FY-082 NASH,EA,ชิ้น,1,1
10208169,ขวานด้ามไม้ 500G FY-084 NASH,EA,ชิ้น,1,1
10208176,ค้อนทุบหิน 2P FY-020 NASH ไม่มีด้าม,EA,ชิ้น,1,1
10208177,ค้อนทุบหิน 3P FY-020 NASH ไม่มีด้าม,EA,ชิ้น,1,1
10208179,ค้อนทุบหิน 6P FY-020 NASH ไม่มีด้าม,EA,ชิ้น,1,1
10208180,ค้อนทุบหิน 8P FY-020 NASH ไม่มีด้าม,EA,ชิ้น,1,1
10208185,ถังปูน พีวีซี ดำ หูพลาสติก NASH,BAI,ใบ,1,1
10211255,เครื่องฉีดน้ำ 105 บาร์ ABW-VQ70P NASH,MC,เครื่อง,1,1
10212200,กาพ่นสี F-75S NASH,ZWF,ชุด,1,1
10212204,กาพ่นสี W-71G NASH กาบน,ZWF,ชุด,1,1
10212205,ปืนฉีดลม DG-10-1 NASH,EA,ชิ้น,1,1
10212206,ปืนฉีดลม DG-10-2 NASH,EA,ชิ้น,1,1
10212208,ปืนฉีดลม DG-10-AA NASH,EA,ชิ้น,1,1
10212209,ปืนฉีดลม DG-10-AD NASH,EA,ชิ้น,1,1
10212212,หัวเติมลม TG-6 NASH.,EA,ชิ้น,1,1
10213348,"ไม้บัวบนPS 2"" MR JC120-W1 2.9m",SEN,เส้น,1,1
10213377,"ไม้บัวบนPS 2"" MR JC120-372 2.9m",SEN,เส้น,1,1
10213379,"ไม้บัวบนPS 2"" MR JC120-29 2.9m",SEN,เส้น,1,1
10213771,"บ๊อกลมชุด 1/2"" WF-002C NASH",ZWF,ชุด,1,1
10213779,ข้อต่อคอปเปอร์ JQ-2 NASH เกลียวใน,EA,ชิ้น,1,1
10213780,ข้อต่อคอปเปอร์ JQ-3 NASH เสียบสาย,EA,ชิ้น,1,1
10213781,ข้อต่อคอปเปอร์ JQ-7 NASH เกลียวนอก,EA,ชิ้น,1,1
10213782,ข้อต่อคอปเปอร์ JQ-4 NASH เสียบสาย,P2,แพค(2),1,1
10213783,ข้อต่อคอปเปอร์ JQ-5 NASH เกลียวใน,P2,แพค(2),1,1
10213784,ข้อต่อคอปเปอร์ JQ-6 NASH เกลียวนอก,P2,แพค(2),1,1
10214411,สกรูไม้ฝา-ปล 7x32 มีปีก ก.250 NASH,B,กล่อง,1,1
10214412,สกรูไม้ฝา-ปล 7x38 NASH ก.200 ปีก,B,กล่อง,1,1
10214413,สกรูไม้ฝา-ปล 7x45 มีปีก ก.200 NASH,B,กล่อง,1,1
10214414,สกรูปลายสว่านแฉกแบน #6x3/8 NASH ก.1000,B,กล่อง,1,1
10214415,สกรูปลายสว่านแฉกแบน #6x1/2 NASH ก.1000,B,กล่อง,1,1
10214416,สกรูปลายสว่านแฉกแบน #6x5/8 NASH ก.1000,B,กล่อง,1,1
10214417,สกรูปลายสว่านแฉกแบน #6x3/4 NASH ก.1000,B,กล่อง,1,1
10214419,สกรูปลายสว่านแฉกแบน #6x1 1/4 NASH ก.500,B,กล่อง,1,1
10214421,สกรูปลายสว่านแฉกแบน #8x5/8 NASH ก.500,B,กล่อง,1,1
10214422,สกรูปลายสว่านแฉกแบน #8x3/4 NASH ก.500,B,กล่อง,1,1
10214423,สกรูปลายสว่านแฉกแบน #8x1 NASH ก.500,B,กล่อง,1,1
10214424,สกรูปลายสว่านแฉกแบน #8x1 1/4 NASH ก.500,B,กล่อง,1,1
10214425,สกรูปลายสว่านแฉกแบน #8x1 1/2 NASH ก.500,B,กล่อง,1,1
10214426,สกรูปลายสว่านแฉกแบน #8x2 NASH ก.250,B,กล่อง,1,1
10214428,"สกรูปลายสว่านแฉกแบน #8x3"" NASH ก.250",B,กล่อง,1,1
10214429,"สกรูปลายสว่านแฉกแบน #8x3 1/2""NASH ก.200",B,กล่อง,1,1
10214430,"สกรูปลายสว่านแฉกแบน #8x4"" NASH ก.200",B,กล่อง,1,1
10214432,"สกรูปลายสว่านแฉกแบน #10x3/4"" NASH ก.500",B,กล่อง,1,1
10214433,"สกรูปลายสว่านแฉกแบน #10x1"" NASH ก.500",B,กล่อง,1,1
10214434,"สกรูปลายสว่านแฉกแบน #10x1 1/4"" NASH ก.25",B,กล่อง,1,1
10214435,"สกรูปลายสว่านแฉกแบน #10x1 1/2"" NASH ก.25",B,กล่อง,1,1
10214436,"สกรูปลายสว่านแฉกแบน #10x2"" NASH ก.200",B,กล่อง,1,1
10214437,"สกรูปลายสว่านแฉกแบน#10x2 1/2"" NASH ก.200",B,กล่อง,1,1
10214438,"สกรูปลายสว่านแฉกแบน #10x3"" NASH ก.200",B,กล่อง,1,1
10215197,ลวดเชื่อมไฟฟ้า 2.6 มิล NASH,ZWA,ห่อ,1,1
10216313,"ดาวไลท์ 4"" ติดลอย กระบอกกลม/ขาว PM",ZWF,ชุด,1,1
10216314,"ดาวไลท์ 4"" ติดลอย กระบอกกลม/ดำ PM",ZWF,ชุด,1,1
10218930,ปต.UPVC ห้องน้ำ 70x200 MG2 ขาว (มจ),BAN,บาน,1,1
10219020,สว่านโรตารี DS-2609 NASH,MC,เครื่อง,1,1
10396287,"มือจับ 6"" #898 โครเมี่ยม NASH",ZWF,ชุด,1,1
10320486,"มือจับ 6"" #6""/304 สตล NASH",ZWF,ชุด,1,1
10243930,ลูกบิดห้องน้ำ สตล #YN5871SS-BK YOSHINO,ZWF,ชุด,1,1
10256197,"บานพับ 3.5""x2"" KY880128 สตล YOSHINO แพค4",ZWG,แพค,1,1
10220693,ตลับเอ็น 2มม.X1.5ม. พลาสติก NASH,MC,เครื่อง,1,1
10220695,ตลับเอ็น 2.4มม.X1.5ม. พลาสติก NASH,MC,เครื่อง,1,1
10220986,ประตูPVC1มอก 70x180 FINEXT ครีม (มจ),BAN,บาน,1,1
10220987,ประตูPVC1มอก 70x180 FINEXT เทา (มจ),BAN,บาน,1,1
10221032,วงกบประตูPVC(แบบหนา) 70x180FINEXT ครีม,WON,วง,1,1
10221033,วงกบประตูPVC(แบบหนา) 70x180 FINEXT เทา,WON,วง,1,1
10221035,วงกบประตูPVC(แบบหนา) 70x200 FINEXT ครีม,WON,วง,1,1
10221042,วงกบประตูPVC(แบบหนา) 70x200 FINEXT เทา,WON,วง,1,1
10221804,เซาะร่องPVC 10mmx2m JC10 สีขาว,SEN,เส้น,1,1
10222583,"ไม้มอบPS 2"" MR JC123-730 2.9m",SEN,เส้น,1,1
10222606,"กล่องเครื่องมือ 2ชั้น 18.5"" MJ-3011",BAI,ใบ,1,1
10222962,เสาเอ็น-ทับหลัง 4มิล * 50ม. หัวเสือ,ROL,ม้วน,1,1
10222963,เสาเอ็น-ทับหลัง 3.2มิล * 50ม. หัวเสือ,ROL,ม้วน,1,1
10223010,"ไม้บัวบนPS 2"" MR JC120-730 2.9m",SEN,เส้น,1,1
10223032,"ไม้บัวล่างPS 4"" MR JC422-29 2.9m",SEN,เส้น,1,1
10223038,"ไม้บัวล่างPS 4"" MR JC422-372 2.9m",SEN,เส้น,1,1
10223046,"ไม้บัวล่างPS 4"" MR JC422-W1 2.9m",SEN,เส้น,1,1
10223048,"ไม้บัวล่างPS 4"" MR JC422-730 2.9m",SEN,เส้น,1,1
10223187,"กล่องเครื่องมือ 2ชั้น 20"" MJ-3072",BAI,ใบ,1,1
10223191,"กล่องเครื่องมือพลาสติก 10.5""MJ-3028 NAS",BAI,ใบ,1,1
10223193,"กล่องเครื่องมือพลาสติก 12.5""MJ20146 NASH",BAI,ใบ,1,1
10223196,"กล่องเครื่องมือพลาสติก 16.5""MJ20148 NASH",BAI,ใบ,1,1
10223197,"กล่องเครื่องมือพลาสติก 20""MJ20149 NASH",BAI,ใบ,1,1
10223274,ที่ยิงรีเวท TY122903 NASH,EA,ชิ้น,1,1
10223299,"บอลวาล์ว PVC 1/2"" THOR",EA,ชิ้น,1,1
10223301,"บอลวาล์ว PVC 3/4"" THOR",EA,ชิ้น,1,1
10223302,"บอลวาล์ว PVC 1"" THOR",EA,ชิ้น,1,1
10223304,"บอลวาล์ว PVC 1 1/4"" THOR",EA,ชิ้น,1,1
10223306,"บอลวาล์ว PVC 1 1/2"" THOR",EA,ชิ้น,1,1
10223307,"บอลวาล์ว PVC 2"" THOR",EA,ชิ้น,1,1
10223598,"บอลวาล์ว PVC 3"" THOR",EA,ชิ้น,1,1
10223750,"กระจกโค้งโพลีมีหมวก32""N-3236 NASH/YAMADA",EA,ชิ้น,1,1
10223983,Vยางมะตอยสำเร็จรูป NASH 20KG,ZWL,กระสอบ,1,1
10224004,"แปรงทาสี 1"" NM001 NASH",EA,ชิ้น,1,1
10224006,"แปรงทาสี 1 1/2"" NM001 NASH",EA,ชิ้น,1,1
10224008,"แปรงทาสี 2"" NM001 NASH",EA,ชิ้น,1,1
10224010,"แปรงทาสี 2 1/2"" NM001 NASH",EA,ชิ้น,1,1
10224011,"แปรงทาสี 3"" NM001 NASH",EA,ชิ้น,1,1
10224013,"แปรงทาสี 4"" NM001 NASH",EA,ชิ้น,1,1
10224014,"แปรงทาสี 1"" NM002 NASH",EA,ชิ้น,1,1
10224016,"แปรงทาสี 1 1/2"" NM002 NASH",EA,ชิ้น,1,1
10224018,"แปรงทาสี 2"" NM002 NASH",EA,ชิ้น,1,1
10224020,"แปรงทาสี 2 1/2"" NM002 NASH",EA,ชิ้น,1,1
10224022,"แปรงทาสี 3"" NM002 NASH",EA,ชิ้น,1,1
10224023,"แปรงทาสี 4"" NM002 NASH",EA,ชิ้น,1,1
10224024,"แปรงทาสี 1"" NM003 NASH",EA,ชิ้น,1,1
10224026,"แปรงทาสี 1 1/2"" NM003 NASH",EA,ชิ้น,1,1
10224027,"แปรงทาสี 2"" NM003 NASH",EA,ชิ้น,1,1
10224028,"แปรงทาสี 3"" NM003 NASH",EA,ชิ้น,1,1
10224029,"แปรงทาสี 4"" NM003 NASH",EA,ชิ้น,1,1
10224030,"ลูกกลิ้งทาสี 10"" NASH 30216",EA,ชิ้น,1,1
10224032,"แปรงทาสี 2 1/2"" NM003 NASH",EA,ชิ้น,1,1
10224627,พลั่วปลายตัดด้ามเหล็ก S501MN NASH,EA,ชิ้น,1,1
10224628,พลั่วปลายแหลมด้ามเหล็ก S503MG NASH,EA,ชิ้น,1,1
10224629,พลั่วปลายตัดด้ามไม้ S501Y NASH,EA,ชิ้น,1,1
10224630,พลั่วปลายแหลมด้ามไม้ S503Y NASH,EA,ชิ้น,1,1
10224941,กระจกเงาเหลี่ยม MR KND2003  60X80,BAN,บาน,1,1
10225395,เข็มขัดเซฟตี้ YNB-TE5205 YOSHINO,ZWF,ชุด,1,1
10225401,เข็มขัดเซฟตี้ YNB-TE5310 YOSHINO,ZWF,ชุด,1,1
10225510,เสื้อจราจร YNGR-V ทรงวี YOSHINO เขียว,EA,ชิ้น,1,1
10225511,เสื้อจราจร YNOR-V ทรงวี YOSHINO ส้ม,EA,ชิ้น,1,1
10225976,ปักเต้าตีเส้น HF548012-C 15M NASH,EA,ชิ้น,1,1
10225994,"ทรายม้วน 12"" #80 NASH",M,เมตร,1,1
10225997,"ทรายม้วน 12"" #120 NASH",M,เมตร,1,1
10226001,เข็มขัดพยุงหลัง #M 114013 NASH,ZWF,ชุด,1,1
10226695,ผ้าทราย #150 NO.0 NASH,P5,แพค(5),1,1
10227230,แม่แรงกระปุก 4TON GF0404 NASH,EA,ชิ้น,1,1
10227834,ถุงมือไนล่อน-ชนต-เทาดำ#111555PLUS NASH,PAA,คู่,1,1
10227837,ถุงมือไนล่อน-ชนต-ส้มดำ #118030 NASH,PAA,คู่,1,1
10227855,ถุงมือไนล่อน-ชนต-แดงเทา #122130 NASH,PAA,คู่,1,1
10227878,ถุงมือไนล่อนเคลือบ PU ขาว#140811 NASH,PAA,คู่,1,1
10227884,ถุงมือไนล่อนเคลือบ PU ดำ#140813 NASH,PAA,คู่,1,1
10228138,เข็มขัดพยุงหลัง #XXL 114013-A NASH,ZWF,ชุด,1,1
10228234,ลวดเชื่อมไฟฟ้า 3.2 มิล NASH,ZWA,ห่อ,1,1
10228236,ลวดเชื่อมไฟฟ้า 4 มิล NASH,ZWA,ห่อ,1,1
10228293,"กล่องเครื่องมือพลาสติก 24.5"" MJ-305 NASH",BAI,ใบ,1,1
10228335,เกย์แก๊ส -LPG THOR,ZWF,ชุด,1,1
10228339,นมหนูตัด #00 BERG LPG/NASH,EA,ชิ้น,1,1
10228340,นมหนูตัด #0 BERG LPG/NASH,EA,ชิ้น,1,1
10228567,สว่านโรตารี DS-2609QC NASH,MC,เครื่อง,1,1
10228650,ตะไบสามเหลี่ยม+ด้าม4TY122401-NASHละเอีย,EA,ชิ้น,1,1
10228652,"ตะไบสามเหลี่ยม+ด้าม6""TY122403NASHละเอีย",EA,ชิ้น,1,1
10228795,"สิ่วด้ามไฟเบอร์ 3/8"" TY122905-NASH",EA,ชิ้น,1,1
10228796,"สิ่วด้ามไฟเบอร์ 1/2"" TY122906-NASH",EA,ชิ้น,1,1
10228797,"สิ่วด้ามไฟเบอร์ 5/8"" TY122907-NASH",EA,ชิ้น,1,1
10228799,"สิ่วด้ามไฟเบอร์ 3/4"" TY122908-NASH",EA,ชิ้น,1,1
10228826,"สิ่วด้ามไฟเบอร์ 1"" TY122909- NASH",EA,ชิ้น,1,1
10228833,"เกียงโป้วสีจีน 1""  TY123001-NASH",EA,ชิ้น,1,1
10228835,"เกียงโป้วสีจีน 1 1/2"" TY123002- NASH",EA,ชิ้น,1,1
10228836,"เกียงโป้วสีจีน 2"" TY123003-NASH",EA,ชิ้น,1,1
10228837,"เกียงโป้วสีจีน 2 1/2"" TY123004-NASH",EA,ชิ้น,1,1
10228843,"เกียงโป้วสีจีน 3"" TY123005-NASH",EA,ชิ้น,1,1
10228844,"เกียงโป้วสีจีน 4"" TY123006-NASH",EA,ชิ้น,1,1
10228846,"เกียงโป้วสีจีน 5"" TY123007-NASH",EA,ชิ้น,1,1
10228847,หกเหลี่ยม 9 ตัวชุด สั้น TY123100-NASH,ZWF,ชุด,1,1
10228848,หกเหลี่ยม 9 ตัวชุด ยาว TY123101-NASH,ZWF,ชุด,1,1
10228915,หกเหลี่ยม 9 ตัวชุด ยาวพิเศษ TY123102-NAS,ZWF,ชุด,1,1
10228918,หกเหลี่ยม9ตัวชุดหัวบอล TY123104 NASH ยาว,ZWF,ชุด,1,1
10228931,"ไขควงด้ามยางแม่เหล็ก3"" TY123201-NASH แบน",EA,ชิ้น,1,1
10228932,"ไขควงด้ามยางแม่เหล็ก 4""TY123202-NASH แบน",EA,ชิ้น,1,1
10228933,"ไขควงด้ามยางแม่เหล็ก 5""TY123203-NASH แบน",EA,ชิ้น,1,1
10228935,"ไขควงด้ามยางแม่เหล็ก 3""TY123205-NASH แฉก",EA,ชิ้น,1,1
10228936,"ไขควงด้ามยางแม่เหล็ก 4""TY123206-NASH แฉ",EA,ชิ้น,1,1
10228938,"ไขควงด้ามยางแม่เหล็ก 5""TY123207-NASH แฉก",EA,ชิ้น,1,1
10228940,"ไขควงด้ามยางแม่เหล็ก 6""TY123208-NASH แฉก",EA,ชิ้น,1,1
10228995,ลูกดิ่ง 100 กรัม NASH,EA,ชิ้น,1,1
10228996,ลูกดิ่ง 200 กรัม NASH,EA,ชิ้น,1,1
10228997,ลูกดิ่ง 300 กรัม NASH,EA,ชิ้น,1,1
10228998,ลูกดิ่ง 400 กรัม NASH,EA,ชิ้น,1,1
10228999,ลูกดิ่ง 500 กรัม NASH,EA,ชิ้น,1,1
10229001,ลูกดิ่ง 800 กรัม NASH,EA,ชิ้น,1,1
10229114,"เชือกผ้าแบน 1/2"" แดง ยาว 10ม.NASH",D00,มัด,1,1
10229115,"เชือกผ้าแบน 1/2"" ขี้ม้า ยาว 10ม.NASH",D00,มัด,1,1
10229118,"เชือกผ้าแบน 1"" แดง ยาว 10ม.NASH",D00,มัด,1,1
10229119,"เชือกผ้าแบน 1/2"" แดง ยาว 20ม.NASH",D00,มัด,1,1
10229120,"เชือกผ้าแบน 1"" ขี้ม้า ยาว 10ม.NASH",D00,มัด,1,1
10229121,"เชือกผ้าแบน 1"" แดง ยาว 20ม.NASH",D00,มัด,1,1
10229122,"เชือกผ้าแบน 1"" ขี้ม้า ยาว 20ม.NASH",D00,มัด,1,1
10229553,ตลับเอ็นตัดหญ้า 2.5มม.X2.4ม. A3 NASH,EA,ชิ้น,1,1
10229773,"ไขควงด้ามใส 3""TY123209 NASH แบน",EA,ชิ้น,1,1
10229775,"ไขควงด้ามใส 4""TY123210 NASH แบน",EA,ชิ้น,1,1
10229776,"ไขควงด้ามใส 5""TY123211 NASH แบน",EA,ชิ้น,1,1
10229777,"ไขควงด้ามใส 6""TY123212 NASH แบน",EA,ชิ้น,1,1
10229779,"ไขควงด้ามใส 3""TY123213 NASH แฉก",EA,ชิ้น,1,1
10229780,"ไขควงด้ามใส 4""TY123214 NASH แฉก",EA,ชิ้น,1,1
10229781,"ไขควงด้ามใส 5""TY123215 NASH แฉก",EA,ชิ้น,1,1
10229785,"ไขควงด้ามใส 6""TY123216 NASH แฉก",EA,ชิ้น,1,1
10229963,"ข้องอเกลียวใน ท.ล. PVC 1/2""   A+/THOR",EA,ชิ้น,1,1
10230059,ตะปูยิงเฟอร์นิเจอร์ F15 NASH,B,กล่อง,1,1
10230119,ตะปูยิงเฟอร์นิเจอร์ F20 NASH,B,กล่อง,1,1
10230120,ตะปูยิงเฟอร์นิเจอร์ F25 NASH,B,กล่อง,1,1
10230215,ตะปูยิงเฟอร์นิเจอร์ F30 NASH,B,กล่อง,1,1
10231061,เข็มขัดเซฟตี้ NP-787B NASH,ZWF,ชุด,1,1
10231062,เข็มขัดเซฟตี้ L667 NASH,ZWF,ชุด,1,1
